tipo,nivel,CTA_PROG,SUBC_SUBP,CONCEPTO,SECCION,ENTIDAD,APORTE_NACIONAL,RECURSOS_PROPIOS,TOTAL
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"901,360,000,000",,"901,360,000,000"
Servicio de deuda,total,Servicio de deuda,,,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"1,106,000,000",,"1,106,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"135,000,000,000",,"135,000,000,000"
Inversión,partida,0101,,MEJORAMIENTO DE LA EFICIENCIA Y LA TRANSPARENCIA LEGISLATIVA,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"1,368,441,408",,"1,368,441,408"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"1,368,441,408",,"1,368,441,408"
Inversión,partida,0199,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR CONGRESO DE LA REPÚBLICA,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"133,631,558,592",,"133,631,558,592"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"133,631,558,592",,"133,631,558,592"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0101,CONGRESO DE LA REPÚBLICA,"1,037,466,000,000",,"1,037,466,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"919,052,000,000",,"919,052,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"248,683,124,443",,"248,683,124,443"
Inversión,partida,0204,,IMPULSAR EL DESARROLLO INTEGRAL DE LAS POBLACIONES CON ENFOQUE DIFERENCIAL DESDE EL SECTOR PRESIDENCIA,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"37,579,565,010",,"37,579,565,010"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"37,579,565,010",,"37,579,565,010"
Inversión,partida,0210,,MECANISMOS DE TRANSICIÓN HACIA LA PAZ A NIVEL NACIONAL Y TERRITORIAL DESDE EL SECTOR PRESIDENCIA,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"156,697,924,574",,"156,697,924,574"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"156,697,924,574",,"156,697,924,574"
Inversión,partida,0214,,"FORTALECIMIENTO DE LAS CAPACIDADES DE ARTICULACIÓN ESTRATÉGICA, MODERNIZACIÓN, EFICIENCIA ADMINISTRATIVA, TRANSPARENCIA Y ACCESO A LA INFORMACIÓN DESDE EL SECTOR PRESIDENCIA",SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"35,975,650,439",,"35,975,650,439"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"35,975,650,439",,"35,975,650,439"
Inversión,partida,0299,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR PRESIDENCIA,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"18,429,984,420",,"18,429,984,420"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"18,429,984,420",,"18,429,984,420"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0201,PRESIDENCIA DE LA REPÚBLICA,"1,167,735,124,443",,"1,167,735,124,443"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0209,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA","38,988,000,000",,"38,988,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0209,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA","2,709,731,656","109,325,500,000","112,035,231,656"
Inversión,partida,0208,,GESTIÓN DE LA COOPERACIÓN INTERNACIONAL DEL SECTOR PRESIDENCIA,SECCIÓN:  0209,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA","2,709,731,656","109,325,500,000","112,035,231,656"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0209,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA","2,709,731,656","109,325,500,000","112,035,231,656"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0209,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA","41,697,731,656","109,325,500,000","151,023,231,656"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0211,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,"554,693,000,000",,"554,693,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0211,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,"25,586,241,893",,"25,586,241,893"
Inversión,partida,0207,,PREVENCIÓN Y MITIGACIÓN DEL RIESGO DE DESASTRES DESDE EL SECTOR PRESIDENCIA,SECCIÓN:  0211,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,"25,586,241,893",,"25,586,241,893"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0211,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,"25,586,241,893",,"25,586,241,893"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0211,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,"580,279,241,893",,"580,279,241,893"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0212,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,"318,203,000,000",,"318,203,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0212,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,"2,116,977,856",,"2,116,977,856"
Inversión,partida,0211,,REINTEGRACIÓN DE PERSONAS Y GRUPOS ALZADOS EN ARMAS DESDE EL SECTOR PRESIDENCIA,SECCIÓN:  0212,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,"2,116,977,856",,"2,116,977,856"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0212,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,"2,116,977,856",,"2,116,977,856"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0212,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,"320,319,977,856",,"320,319,977,856"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0213,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,"11,303,000,000",,"11,303,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0213,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,"55,035,373,428","2,212,713,347","57,248,086,775"
Inversión,partida,0209,,FORTALECIMIENTO DE LA INFRAESTRUCTURA FÍSICA DE LAS ENTIDADES DEL ESTADO DEL NIVEL NACIONAL DESDE EL SECTOR PRESIDENCIA,SECCIÓN:  0213,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,"55,035,373,428","2,212,713,347","57,248,086,775"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0213,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,"55,035,373,428","2,212,713,347","57,248,086,775"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0213,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,"66,338,373,428","2,212,713,347","68,551,086,775"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"69,764,000,000",,"69,764,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"24,472,264,014",,"24,472,264,014"
Inversión,partida,0212,,RENOVACIÓN TERRITORIAL PARA EL DESARROLLO INTEGRAL DE LAS ZONAS RURALES AFECTADAS POR EL CONFLICTO ARMADO,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"22,988,685,933",,"22,988,685,933"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"22,988,685,933",,"22,988,685,933"
Inversión,partida,0299,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR PRESIDENCIA,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"1,483,578,081",,"1,483,578,081"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"1,483,578,081",,"1,483,578,081"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0214,AGENCIA DE RENOVACIÓN DEL TERRITORIO - ART,"94,236,264,014",,"94,236,264,014"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"128,808,300,000",,"128,808,300,000"
Inversión,total,Inversión,,,SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"1,444,305,317,205",,"1,444,305,317,205"
Inversión,partida,0301,,"MEJORAMIENTO DE LA PLANEACIÓN TERRITORIAL, SECTORIAL Y DE INVERSIÓN PÚBLICA",SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"1,366,892,317,205",,"1,366,892,317,205"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"1,366,892,317,205",,"1,366,892,317,205"
Inversión,partida,0399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR PLANEACIÓN,SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"77,413,000,000",,"77,413,000,000"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"77,413,000,000",,"77,413,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0301,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,"1,573,113,617,205",,"1,573,113,617,205"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0303,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,"25,816,000,000",,"25,816,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0303,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,"67,545,904,374",,"67,545,904,374"
Inversión,partida,0304,,FORTALECIMIENTO DEL SISTEMA DE COMPRA PÚBLICA,SECCIÓN:  0303,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,"67,545,904,374",,"67,545,904,374"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0303,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,"67,545,904,374",,"67,545,904,374"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0303,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,"93,361,904,374",,"93,361,904,374"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,"120,903,300,000","234,349,662,781","355,252,962,781"
Inversión,total,Inversión,,,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,,"33,032,000,000","33,032,000,000"
Inversión,partida,0303,,PROMOCIÓN DE LA PRESTACIÓN EFICIENTE DE LOS SERVICIOS PÚBLICOS DOMICILIARIOS,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,,"29,920,431,330","29,920,431,330"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,,"29,920,431,330","29,920,431,330"
Inversión,partida,0399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR PLANEACIÓN,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,,"3,111,568,670","3,111,568,670"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,,"3,111,568,670","3,111,568,670"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0324,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,"120,903,300,000","267,381,662,781","388,284,962,781"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"135,419,000,000",,"135,419,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"408,409,048,337",,"408,409,048,337"
Inversión,partida,0401,,LEVANTAMIENTO Y ACTUALIZACIÓN DE INFORMACIÓN ESTADÍSTICA DE CALIDAD,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"381,712,263,992",,"381,712,263,992"
Inversión,subpartida,,1003,PLANIFICACIÓN Y ESTADÍSTICA,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"381,712,263,992",,"381,712,263,992"
Inversión,partida,0499,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR INFORMACIÓN ESTADÍSTICA,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"26,696,784,345",,"26,696,784,345"
Inversión,subpartida,,1003,PLANIFICACIÓN Y ESTADÍSTICA,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"26,696,784,345",,"26,696,784,345"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0401,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),"543,828,048,337",,"543,828,048,337"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0402,FONDO ROTATORIO DEL DANE,,"1,061,000,000","1,061,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0402,FONDO ROTATORIO DEL DANE,,"15,000,000,000","15,000,000,000"
Inversión,partida,0401,,LEVANTAMIENTO Y ACTUALIZACIÓN DE INFORMACIÓN ESTADÍSTICA DE CALIDAD,SECCIÓN:  0402,FONDO ROTATORIO DEL DANE,,"15,000,000,000","15,000,000,000"
Inversión,subpartida,,1003,PLANIFICACIÓN Y ESTADÍSTICA,SECCIÓN:  0402,FONDO ROTATORIO DEL DANE,,"15,000,000,000","15,000,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0402,FONDO ROTATORIO DEL DANE,,"16,061,000,000","16,061,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"102,401,000,000","8,113,000,000","110,514,000,000"
Inversión,total,Inversión,,,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"937,046,733,374","11,776,503,617","948,823,236,991"
Inversión,partida,0404,,"LEVANTAMIENTO, ACTUALIZACIÓN Y ADMINISTRACIÓN DE LA INFORMACIÓN CATASTRAL",SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"655,658,046,213","7,265,678,322","662,923,724,535"
Inversión,subpartida,,1003,PLANIFICACIÓN Y ESTADÍSTICA,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"655,658,046,213","7,265,678,322","662,923,724,535"
Inversión,partida,0406,,GENERACIÓN DE LA INFORMACIÓN GEOGRÁFICA DEL TERRITORIO NACIONAL,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"257,489,174,705","4,510,825,295","262,000,000,000"
Inversión,subpartida,,1003,PLANIFICACIÓN Y ESTADÍSTICA,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"257,489,174,705","4,510,825,295","262,000,000,000"
Inversión,partida,0499,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR INFORMACIÓN ESTADÍSTICA,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"23,899,512,456",,"23,899,512,456"
Inversión,subpartida,,1003,PLANIFICACIÓN Y ESTADÍSTICA,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"23,899,512,456",,"23,899,512,456"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0403,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,"1,039,447,733,374","19,889,503,617","1,059,337,236,991"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"33,771,723,785",,"33,771,723,785"
Inversión,total,Inversión,,,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"16,760,427,248",,"16,760,427,248"
Inversión,partida,0505,,FORTALECIMIENTO DE LA GESTIÓN PÚBLICA EN LAS ENTIDADES NACIONALES Y TERRITORIALES,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"7,856,765,225",,"7,856,765,225"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"7,856,765,225",,"7,856,765,225"
Inversión,partida,0599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR EMPLEO PÚBLICO,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"8,903,662,023",,"8,903,662,023"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"8,903,662,023",,"8,903,662,023"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0501,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,"50,532,151,033",,"50,532,151,033"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"138,722,970,617","138,722,970,617"
Inversión,total,Inversión,,,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"252,589,818,675","252,589,818,675"
Inversión,partida,0503,,MEJORAMIENTO DE LA CALIDAD EDUCATIVA EN GESTIÓN PÚBLICA,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"99,305,000,000","99,305,000,000"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"99,305,000,000","99,305,000,000"
Inversión,partida,0505,,FORTALECIMIENTO DE LA GESTIÓN PÚBLICA EN LAS ENTIDADES NACIONALES Y TERRITORIALES,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"69,126,237,327","69,126,237,327"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"69,126,237,327","69,126,237,327"
Inversión,partida,0599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR EMPLEO PÚBLICO,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"84,158,581,348","84,158,581,348"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"84,158,581,348","84,158,581,348"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  0503,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,,"391,312,789,292","391,312,789,292"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1101,MINISTERIO DE RELACIONES EXTERIORES,"703,351,000,000",,"703,351,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1101,MINISTERIO DE RELACIONES EXTERIORES,"703,351,000,000",,"703,351,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"463,288,000,000","266,858,000,000","730,146,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"8,878,441,532","63,474,861,645","72,353,303,177"
Inversión,partida,1103,,POLÍTICA MIGRATORIA Y SERVICIO AL CIUDADANO,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"5,508,964,570","18,595,087,920","24,104,052,490"
Inversión,subpartida,,1002,RELACIONES EXTERIORES,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"5,508,964,570","18,595,087,920","24,104,052,490"
Inversión,partida,1104,,SOBERANÍA TERRITORIAL Y DESARROLLO FRONTERIZO,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"1,693,582,285","4,710,000,000","6,403,582,285"
Inversión,subpartida,,1002,RELACIONES EXTERIORES,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"1,693,582,285","4,710,000,000","6,403,582,285"
Inversión,partida,1199,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR RELACIONES EXTERIORES,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"1,675,894,677","40,169,773,725","41,845,668,402"
Inversión,subpartida,,1002,RELACIONES EXTERIORES,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"1,675,894,677","40,169,773,725","41,845,668,402"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1102,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"472,166,441,532","330,332,861,645","802,499,303,177"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"139,862,000,000","26,375,000,000","166,237,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"39,683,810,418","3,912,510,130","43,596,320,548"
Inversión,partida,1103,,POLÍTICA MIGRATORIA Y SERVICIO AL CIUDADANO,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"6,897,528,672","2,912,510,130","9,810,038,802"
Inversión,subpartida,,1002,RELACIONES EXTERIORES,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"6,897,528,672","2,912,510,130","9,810,038,802"
Inversión,partida,1199,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR RELACIONES EXTERIORES,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"32,786,281,746","1,000,000,000","33,786,281,746"
Inversión,subpartida,,1002,RELACIONES EXTERIORES,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"32,786,281,746","1,000,000,000","33,786,281,746"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1104,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,"179,545,810,418","30,287,510,130","209,833,320,548"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"137,445,969,000",,"137,445,969,000"
Inversión,total,Inversión,,,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"63,041,027,979",,"63,041,027,979"
Inversión,partida,1201,,"FORTALECIMIENTO DEL PRINCIPIO DE SEGURIDAD JURÍDICA, DIVULGACIÓN Y DEPURACIÓN DEL ORDENAMIENTO JURÍDICO",SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"1,000,000,000",,"1,000,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"1,000,000,000",,"1,000,000,000"
Inversión,partida,1202,,PROMOCIÓN AL ACCESO A LA JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"33,331,398,044",,"33,331,398,044"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"33,331,398,044",,"33,331,398,044"
Inversión,partida,1203,,PROMOCIÓN DE LOS MÉTODOS DE RESOLUCIÓN DE CONFLICTOS,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"4,689,000,000",,"4,689,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"4,689,000,000",,"4,689,000,000"
Inversión,partida,1204,,JUSTICIA TRANSICIONAL,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"5,157,723,695",,"5,157,723,695"
