tipo,nivel,CTA_PROG,SUBC_SUBP,CONCEPTO,SECCION,ENTIDAD,APORTE_NACIONAL,RECURSOS_PROPIOS,TOTAL
Inversión,partida,1507,,GRUPO SOCIAL Y EMPRESARIAL DE LA DEFENSA (GSED) COMPETITIVO,SECCIÓN:  1511,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,,"10,540,000,000","10,540,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1511,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,,"10,540,000,000","10,540,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1511,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,"6,171,946,000,000","469,616,000,000","6,641,562,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1512,FONDO ROTATORIO DE LA POLICÍA,,"351,734,000,000","351,734,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1512,FONDO ROTATORIO DE LA POLICÍA,,"7,000,000,000","7,000,000,000"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1512,FONDO ROTATORIO DE LA POLICÍA,,"7,000,000,000","7,000,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1512,FONDO ROTATORIO DE LA POLICÍA,,"7,000,000,000","7,000,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1512,FONDO ROTATORIO DE LA POLICÍA,,"358,734,000,000","358,734,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1516,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,"29,744,000,000","29,744,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1516,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,"5,506,000,000","5,506,000,000"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1516,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,"5,506,000,000","5,506,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1516,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,"5,506,000,000","5,506,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1516,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,"35,250,000,000","35,250,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1519,HOSPITAL MILITAR,"33,820,000,000","452,463,000,000","486,283,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1519,HOSPITAL MILITAR,,"15,000,000,000","15,000,000,000"
Inversión,partida,1505,,GENERACIÓN DE BIENESTAR PARA LA FUERZA PÚBLICA Y SUS FAMILIAS,SECCIÓN:  1519,HOSPITAL MILITAR,,"10,000,000,000","10,000,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1519,HOSPITAL MILITAR,,"10,000,000,000","10,000,000,000"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1519,HOSPITAL MILITAR,,"5,000,000,000","5,000,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1519,HOSPITAL MILITAR,,"5,000,000,000","5,000,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1519,HOSPITAL MILITAR,"33,820,000,000","467,463,000,000","501,283,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1520,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,,"830,692,000,000","830,692,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1520,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,,"3,880,000,000","3,880,000,000"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1520,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,,"3,880,000,000","3,880,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1520,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,,"3,880,000,000","3,880,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1520,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,,"834,572,000,000","834,572,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1521,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,"142,478,000,000",,"142,478,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1521,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,"6,300,478,217",,"6,300,478,217"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1521,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,"6,300,478,217",,"6,300,478,217"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1521,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,"6,300,478,217",,"6,300,478,217"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1521,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,"148,778,478,217",,"148,778,478,217"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1601,POLICÍA NACIONAL,"14,657,761,000,000",,"14,657,761,000,000"
Servicio de deuda,total,Servicio de deuda,,,SECCIÓN:  1601,POLICÍA NACIONAL,"87,685,908,629",,"87,685,908,629"
Inversión,total,Inversión,,,SECCIÓN:  1601,POLICÍA NACIONAL,"325,047,201,537",,"325,047,201,537"
Inversión,partida,1501,,"CAPACIDADES DE LA POLICÍA NACIONAL EN SEGURIDAD PÚBLICA, PREVENCIÓN, CONVIVENCIA Y SEGURIDAD CIUDADANA",SECCIÓN:  1601,POLICÍA NACIONAL,"276,146,276,799",,"276,146,276,799"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1601,POLICÍA NACIONAL,"276,146,276,799",,"276,146,276,799"
Inversión,partida,1505,,GENERACIÓN DE BIENESTAR PARA LA FUERZA PÚBLICA Y SUS FAMILIAS,SECCIÓN:  1601,POLICÍA NACIONAL,"42,827,953,290",,"42,827,953,290"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1601,POLICÍA NACIONAL,"42,827,953,290",,"42,827,953,290"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1601,POLICÍA NACIONAL,"6,072,971,448",,"6,072,971,448"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1601,POLICÍA NACIONAL,"6,072,971,448",,"6,072,971,448"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1601,POLICÍA NACIONAL,"15,070,494,110,166",,"15,070,494,110,166"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"477,869,949,000",,"477,869,949,000"
Inversión,total,Inversión,,,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"1,317,235,656,012",,"1,317,235,656,012"
Inversión,partida,1701,,MEJORAMIENTO DE LA HABITABILIDAD RURAL,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"60,000,000,000",,"60,000,000,000"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"60,000,000,000",,"60,000,000,000"
Inversión,partida,1702,,INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"251,896,611,698",,"251,896,611,698"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"251,896,611,698",,"251,896,611,698"
Inversión,partida,1703,,SERVICIOS FINANCIEROS Y GESTIÓN DEL RIESGO PARA LAS ACTIVIDADES AGROPECUARIAS Y RURALES,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"570,141,197,434",,"570,141,197,434"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"570,141,197,434",,"570,141,197,434"
Inversión,partida,1704,,ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"37,197,846,880",,"37,197,846,880"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"37,197,846,880",,"37,197,846,880"
Inversión,partida,1708,,"CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA",SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"60,000,000,000",,"60,000,000,000"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"60,000,000,000",,"60,000,000,000"
Inversión,partida,1709,,INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"220,000,000,000",,"220,000,000,000"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"220,000,000,000",,"220,000,000,000"
Inversión,partida,1799,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"118,000,000,000",,"118,000,000,000"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"118,000,000,000",,"118,000,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1701,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,"1,795,105,605,012",,"1,795,105,605,012"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"217,993,002,000","13,634,811,000","231,627,813,000"
Inversión,total,Inversión,,,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"212,695,682,798","89,668,177,636","302,363,860,434"
Inversión,partida,1707,,SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"136,040,436,774","89,668,177,636","225,708,614,410"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"136,040,436,774","89,668,177,636","225,708,614,410"
Inversión,partida,1799,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"76,655,246,024",,"76,655,246,024"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"76,655,246,024",,"76,655,246,024"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1702,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),"430,688,684,798","103,302,988,636","533,991,673,434"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"21,459,073,000","447,226,000","21,906,299,000"
Inversión,total,Inversión,,,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"82,854,284,869","7,362,833,321","90,217,118,190"
Inversión,partida,1707,,SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"39,259,723,719","7,362,833,321","46,622,557,040"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"39,259,723,719","7,362,833,321","46,622,557,040"
Inversión,partida,1708,,"CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA",SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"34,679,211,424",,"34,679,211,424"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"34,679,211,424",,"34,679,211,424"
Inversión,partida,1799,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"8,915,349,726",,"8,915,349,726"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"8,915,349,726",,"8,915,349,726"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1715,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,"104,313,357,869","7,810,059,321","112,123,417,190"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"74,639,984,000",,"74,639,984,000"
Inversión,total,Inversión,,,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"399,023,464,158",,"399,023,464,158"
Inversión,partida,1705,,RESTITUCIÓN DE TIERRAS A VÍCTIMAS DEL CONFLICTO ARMADO,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"360,183,156,806",,"360,183,156,806"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"360,183,156,806",,"360,183,156,806"
Inversión,partida,1799,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"38,840,307,352",,"38,840,307,352"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"38,840,307,352",,"38,840,307,352"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1716,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,"473,663,448,158",,"473,663,448,158"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"72,735,919,000",,"72,735,919,000"
Inversión,total,Inversión,,,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"5,137,819,139,603","5,419,237,398","5,143,238,377,001"
Inversión,partida,1704,,ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"5,095,314,228,782","5,419,237,398","5,100,733,466,180"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"5,095,314,228,782","5,419,237,398","5,100,733,466,180"
Inversión,partida,1799,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"42,504,910,821",,"42,504,910,821"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"42,504,910,821",,"42,504,910,821"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1717,AGENCIA NACIONAL DE TIERRAS - ANT,"5,210,555,058,603","5,419,237,398","5,215,974,296,001"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"96,101,992,455",,"96,101,992,455"
Inversión,total,Inversión,,,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"897,216,761,692","8,413,424,868","905,630,186,560"
Inversión,partida,1702,,INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"576,841,033,290",,"576,841,033,290"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"576,841,033,290",,"576,841,033,290"
Inversión,partida,1708,,"CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA",SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"80,742,515,430",,"80,742,515,430"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"80,742,515,430",,"80,742,515,430"
Inversión,partida,1709,,INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"219,387,270,515","8,413,424,868","227,800,695,383"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"219,387,270,515","8,413,424,868","227,800,695,383"
Inversión,partida,1799,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"20,245,942,457",,"20,245,942,457"
Inversión,subpartida,,1100,INTERSUBSECTORIAL AGROPECUARIO,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"20,245,942,457",,"20,245,942,457"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1718,AGENCIA DE DESARROLLO RURAL - ADR,"993,318,754,147","8,413,424,868","1,001,732,179,015"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"57,761,175,090,551",,"57,761,175,090,551"
Inversión,total,Inversión,,,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"1,872,516,360,881",,"1,872,516,360,881"
Inversión,partida,1901,,SALUD PÚBLICA Y PRESTACIÓN DE SERVICIOS,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"619,225,956,132",,"619,225,956,132"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"619,225,956,132",,"619,225,956,132"
Inversión,partida,1905,,SALUD PÚBLICA,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"1,083,856,677,503",,"1,083,856,677,503"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"1,083,856,677,503",,"1,083,856,677,503"
Inversión,partida,1906,,ASEGURAMIENTO Y PRESTACIÓN INTEGRAL DE SERVICIOS DE SALUD,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"20,423,889,924",,"20,423,889,924"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"20,423,889,924",,"20,423,889,924"
Inversión,partida,1999,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR SALUD Y PROTECCIÓN SOCIAL,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"149,009,837,322",,"149,009,837,322"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"149,009,837,322",,"149,009,837,322"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1901,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,"59,633,691,451,432",,"59,633,691,451,432"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"51,598,730,000","2,977,829,000","54,576,559,000"
Inversión,total,Inversión,,,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"56,365,182,897","8,761,000,000","65,126,182,897"
Inversión,partida,1901,,SALUD PÚBLICA Y PRESTACIÓN DE SERVICIOS,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"42,678,273,576","7,033,000,000","49,711,273,576"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"42,678,273,576","7,033,000,000","49,711,273,576"
Inversión,partida,1999,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR SALUD Y PROTECCIÓN SOCIAL,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"13,686,909,321","1,728,000,000","15,414,909,321"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"13,686,909,321","1,728,000,000","15,414,909,321"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1903,INSTITUTO NACIONAL DE SALUD (INS),"107,963,912,897","11,738,829,000","119,702,741,897"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"229,182,705,000","229,182,705,000"
Inversión,total,Inversión,,,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"79,713,190,919","79,713,190,919"
Inversión,partida,1903,,"INSPECCIÓN, VIGILANCIA Y CONTROL",SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"42,307,251,540","42,307,251,540"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"42,307,251,540","42,307,251,540"
Inversión,partida,1906,,ASEGURAMIENTO Y PRESTACIÓN INTEGRAL DE SERVICIOS DE SALUD,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"841,649,952","841,649,952"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"841,649,952","841,649,952"
Inversión,partida,1999,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR SALUD Y PROTECCIÓN SOCIAL,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"36,564,289,427","36,564,289,427"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"36,564,289,427","36,564,289,427"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1910,SUPERINTENDENCIA NACIONAL DE SALUD,,"308,895,895,919","308,895,895,919"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"163,529,334,000","163,529,334,000"
Inversión,total,Inversión,,,SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"94,135,686,070","94,135,686,070"
Inversión,partida,1903,,"INSPECCIÓN, VIGILANCIA Y CONTROL",SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"68,335,686,070","68,335,686,070"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"68,335,686,070","68,335,686,070"
Inversión,partida,1999,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR SALUD Y PROTECCIÓN SOCIAL,SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"25,800,000,000","25,800,000,000"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"25,800,000,000","25,800,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1912,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,,"257,665,020,070","257,665,020,070"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1913,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,"341,935,098,000","64,479,292,000","406,414,390,000"
Inversión,total,Inversión,,,SECCIÓN:  1913,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,,"307,000,000","307,000,000"
Inversión,partida,1999,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR SALUD Y PROTECCIÓN SOCIAL,SECCIÓN:  1913,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,,"307,000,000","307,000,000"
Inversión,subpartida,,0300,INTERSUBSECTORIAL SALUD,SECCIÓN:  1913,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,,"307,000,000","307,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1913,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,"341,935,098,000","64,786,292,000","406,721,390,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1914,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA ,"593,118,494,000","165,201,670,000","758,320,164,000"
